GeneID,SNP_Count,Exon_Length,SNP_Density,Expression
FBgn0031602,3,1561,0.0019218449711723255,1694.804347826087
FBgn0259958,0,972,0.0,24.347826086956523
FBgn0031603,2,77,0.025974025974025976,219.43478260869566
FBgn0027609,0,1749,0.0,543.195652173913
FBgn0031604,0,1863,0.0,405.7391304347826
FBgn0025684,3,1846,0.0016251354279523294,537.3478260869565
FBgn0031606,2,3335,0.0005997001499250374,296.1304347826087
FBgn0031607,2,1224,0.0016339869281045752,281.9347826086956
FBgn0040705,0,460,0.0,6.1521739130434785
FBgn0019982,3,1752,0.0017123287671232876,1456.0217391304348
FBgn0053002,1,768,0.0013020833333333333,330.19565217391306
FBgn0031608,7,669,0.01046337817638266,130.8695652173913
FBgn0031609,5,1195,0.0041841004184100415,475.2173913043478
FBgn0031610,3,1411,0.002126151665485471,86.1086956521739
FBgn0031611,0,2729,0.0,483.9130434782609
FBgn0011603,4,2698,0.0014825796886582653,1583.608695652174
FBgn0263869,6,647,0.00927357032457496,2.391304347826087
FBgn0053196,1,333,0.003003003003003003,5180.391304347826
FBgn0265820,4,1255,0.0031872509960159364,0.15217391304347827
FBgn0083938,3,2723,0.0011017260374586854,250.80434782608697
FBgn0031617,6,3532,0.0016987542468856172,133.7608695652174
FBgn0264342,0,747,0.0,5.130434782608695
FBgn0031619,1,2495,0.0004008016032064128,0.15217391304347827
FBgn0031620,0,133,0.0,57.21739130434783
FBgn0000227,5,1352,0.0036982248520710057,0.043478260869565216
FBgn0031622,1,1685,0.0005934718100890207,3.8043478260869565
FBgn0031623,9,591,0.015228426395939087,10.869565217391305
FBgn0031626,6,3674,0.001633097441480675,65.91304347826087
FBgn0031627,5,2672,0.0018712574850299401,2725.6521739130435
FBgn0260428,4,995,0.004020100502512563,59.41304347826087
FBgn0031628,3,1271,0.0023603461841070024,293.7173913043478
FBgn0031630,1,1432,0.0006983240223463687,317.8478260869565
FBgn0031631,3,2387,0.0012568077084206116,171.15217391304347
FBgn0031632,11,3158,0.0034832172260924636,2937.9565217391305
FBgn0031633,0,1365,0.0,589.6521739130435
FBgn0031634,0,1273,0.0,191.56521739130434
FBgn0031635,1,522,0.0019157088122605363,952.3260869565217
FBgn0031636,2,499,0.004008016032064128,1682.195652173913
FBgn0031637,8,1740,0.004597701149425287,4887.869565217391
FBgn0031639,0,924,0.0,349.39130434782606
FBgn0031640,0,1882,0.0,591.1739130434783
FBgn0051660,14,3635,0.0038514442916093533,2666.413043478261
FBgn0000286,12,5223,0.0022975301550832855,2542.891304347826
FBgn0031643,2,2263,0.0008837825894829872,1259.304347826087
FBgn0031644,0,1222,0.0,23.217391304347824
FBgn0031645,0,1401,0.0,8945.065217391304
FBgn0031646,10,1308,0.00764525993883792,27.26086956521739
FBgn0041150,17,2419,0.007027697395618024,6151.304347826087
FBgn0031649,3,2888,0.001038781163434903,1347.2608695652175
FBgn0003372,14,3950,0.0035443037974683543,44.91304347826087
FBgn0031650,1,1318,0.0007587253414264037,98.04347826086956
FBgn0031651,0,875,0.0,714.0434782608696
FBgn0015000,2,2745,0.0007285974499089253,645.0652173913044
FBgn0031652,1,920,0.0010869565217391304,331.45652173913044
FBgn0031655,1,2411,0.00041476565740356696,154.8913043478261
FBgn0083960,3,6234,0.00048123195380173246,34.23913043478261
FBgn0264372,3,1398,0.002145922746781116,2.0217391304347827
FBgn0083961,0,668,0.0,486.4782608695652
FBgn0015834,0,1177,0.0,2905.521739130435
FBgn0262467,0,1041,0.0,533.3913043478261
FBgn0031657,1,1153,0.0008673026886383347,210.91304347826087
FBgn0010607,0,1270,0.0,320.3695652173913
FBgn0031660,0,296,0.0,967.9782608695652
FBgn0031661,2,1561,0.0012812299807815502,326.3478260869565
FBgn0031662,2,1194,0.0016750418760469012,891.5
FBgn0031663,0,769,0.0,268.3695652173913
FBgn0031664,3,3959,0.0007577671129072998,237.1086956521739
FBgn0083962,0,164,0.0,3380.2608695652175
FBgn0053113,7,1703,0.004110393423370522,15021.58695652174
FBgn0031668,0,846,0.0,0.0
FBgn0265968,0,846,0.0,0.0
FBgn0031670,0,850,0.0,1461.9782608695652
FBgn0016075,0,315,0.0,4104.760869565217
FBgn0000299,11,2256,0.004875886524822695,5380.086956521739
FBgn0260470,11,5799,0.0018968787722021038,0.0
FBgn0260451,11,5707,0.001927457508323112,0.0
FBgn0031673,6,1684,0.0035629453681710215,1457.2391304347825
FBgn0053995,2,727,0.002751031636863824,0.0
FBgn0264742,2,814,0.002457002457002457,0.0
FBgn0264743,2,814,0.002457002457002457,0.0
FBgn0031675,1,1517,0.0006591957811470006,584.6521739130435
FBgn0022023,0,566,0.0,3492.978260869565
FBgn0031676,2,1605,0.0012461059190031153,442.17391304347825
FBgn0014857,4,1002,0.003992015968063872,2719.586956521739
FBgn0028694,0,1208,0.0,1573.304347826087
FBgn0028572,1,1065,0.0009389671361502347,5254.478260869565
FBgn0261608,3,710,0.004225352112676056,10205.673913043478
FBgn0031681,0,386,0.0,2013.7608695652175
FBgn0031683,1,1197,0.000835421888053467,2202.913043478261
FBgn0031684,6,776,0.007731958762886598,1369.6304347826087
FBgn0261836,58,66339,0.0008742971705934669,13993.608695652174
FBgn0031688,2,1673,0.001195457262402869,186.2391304347826
FBgn0031689,2,1617,0.0012368583797155227,6784.826086956522
FBgn0031690,3,1794,0.0016722408026755853,72.04347826086956
FBgn0250847,2,443,0.004514672686230248,60.93478260869565
FBgn0031692,1,805,0.0012422360248447205,3022.913043478261
FBgn0003716,5,1706,0.0029308323563892145,2017.2173913043478
FBgn0265957,3,900,0.0033333333333333335,6.695652173913044
FBgn0031693,2,1666,0.0012004801920768306,1556.4130434782608
FBgn0031694,1,1709,0.0005851375073142189,863.5652173913044
FBgn0031695,3,1606,0.0018679950186799503,297.3478260869565
FBgn0000228,0,81,0.0,1869.4782608695652
FBgn0031696,2,2617,0.0007642338555598013,771.0
FBgn0265956,12,1447,0.0082930200414651,1.391304347826087
FBgn0016076,27,9069,0.0029771749917300696,5074.934782608696
FBgn0031697,2,2744,0.0007288629737609329,698.2173913043479
FBgn0031698,28,6852,0.004086398131932283,2178.0652173913045
FBgn0266320,1,267,0.003745318352059925,2.4782608695652173
FBgn0015031,3,288,0.010416666666666666,2894.086956521739
FBgn0031700,2,585,0.003418803418803419,95.21739130434783
FBgn0031701,4,951,0.004206098843322818,2072.0
FBgn0031702,7,2787,0.002511661284535343,1067.9130434782608
FBgn0031703,6,2054,0.0029211295034079843,1303.2608695652175
FBgn0016920,1,727,0.001375515818431912,89.47826086956522
FBgn0262097,9,1920,0.0046875,49.91304347826087
FBgn0016660,16,3553,0.004503236701379116,49.08695652173913
FBgn0051647,7,1515,0.0046204620462046205,0.782608695652174
FBgn0261963,10,2653,0.003769317753486619,118.91304347826087
FBgn0031708,0,888,0.0,811.304347826087
FBgn0000318,2,789,0.0025348542458808617,1426.195652173913
FBgn0031710,1,2168,0.00046125461254612545,656.4130434782609
FBgn0266028,2,1054,0.0018975332068311196,1.0
FBgn0051915,2,2487,0.0008041817450743868,382.2826086956522
FBgn0051989,0,1099,0.0,242.32608695652175
FBgn0031715,0,836,0.0,6.326086956521739
FBgn0031716,6,2148,0.002793296089385475,422.17391304347825
FBgn0014189,4,1744,0.0022935779816513763,2016.4565217391305
FBgn0002525,4,1489,0.002686366689053056,1376.5434782608695
FBgn0031717,18,2984,0.006032171581769437,711.195652173913
FBgn0031720,0,955,0.0,29.782608695652176
FBgn0031721,5,1179,0.004240882103477523,10.0
FBgn0004620,1,3253,0.0003074085459575776,435.69565217391306
FBgn0020429,2,2949,0.0006781959986436081,8.282608695652174
FBgn0031722,0,3980,0.0,26.91304347826087
FBgn0031723,5,1564,0.00319693094629156,59.0
FBgn0031725,7,2249,0.0031124944419742106,509.7391304347826
FBgn0031726,5,1934,0.0025853154084798345,8.108695652173912
FBgn0051646,7,2881,0.0024297119055883376,579.3478260869565
FBgn0266069,6,980,0.006122448979591836,3.8260869565217392
FBgn0031728,0,197,0.0,273.67391304347825
FBgn0031729,0,292,0.0,3.3260869565217392
FBgn0266066,6,1154,0.005199306759098787,0.1956521739130435
FBgn0031730,3,1435,0.0020905923344947735,68.32608695652173
FBgn0031731,2,1090,0.001834862385321101,3.4782608695652173
FBgn0054011,2,1090,0.001834862385321101,1.4565217391304348
FBgn0031732,0,226,0.0,8.021739130434783
FBgn0024191,2,461,0.004338394793926247,212.08695652173913
FBgn0031734,2,951,0.002103049421661409,4601.021739130435
FBgn0031736,7,3115,0.0022471910112359553,1016.2173913043479
FBgn0031737,1,1628,0.0006142506142506142,780.1086956521739
FBgn0031738,28,4285,0.006534422403733956,1361.9347826086957
FBgn0051912,6,2354,0.002548853016142736,6.173913043478261
FBgn0031739,11,2693,0.004084663943557371,284.0217391304348
FBgn0031740,5,1752,0.0028538812785388126,443.2173913043478
FBgn0031741,2,413,0.004842615012106538,187.7173913043478
FBgn0262999,1,296,0.0033783783783783786,3.6739130434782608
FBgn0051644,6,1224,0.004901960784313725,34.108695652173914
FBgn0085410,4,385,0.01038961038961039,431.82608695652175
FBgn0031745,0,53,0.0,209.7826086956522
FBgn0265785,0,493,0.0,5.826086956521739
FBgn0259959,1,309,0.003236245954692557,8.91304347826087
FBgn0262814,8,941,0.008501594048884165,15.673913043478262
FBgn0031746,4,1000,0.004,339.32608695652175
FBgn0265788,6,1034,0.005802707930367505,1.673913043478261
FBgn0002856,0,1197,0.0,93.3695652173913
FBgn0002855,1,958,0.0010438413361169101,319.89130434782606
FBgn0031747,9,2383,0.0037767519932857744,2.239130434782609
FBgn0264352,0,455,0.0,2.0217391304347827
FBgn0043362,10,12155,0.0008227067050596463,2233.7391304347825
FBgn0031751,0,235,0.0,270.3695652173913
FBgn0015381,19,2883,0.0065903572667360385,37.28260869565217
FBgn0261055,2,1047,0.0019102196752626551,113.3695652173913
FBgn0001128,10,3454,0.0028951939779965257,14123.652173913044
FBgn0266321,1,697,0.0014347202295552368,17.58695652173913
FBgn0031752,0,69,0.0,2209.391304347826
FBgn0031753,3,1041,0.002881844380403458,167.2826086956522
FBgn0086265,2,1543,0.0012961762799740765,2.8260869565217392
FBgn0031756,5,2308,0.002166377816291161,3.0
FBgn0031758,2,784,0.002551020408163265,7.3478260869565215
FBgn0000308,18,3934,0.004575495678698526,10343.652173913044
FBgn0001942,11,2256,0.004875886524822695,32615.782608695652
FBgn0001941,3,962,0.0031185031185031187,1690.7826086956522
FBgn0031759,8,6195,0.00129136400322841,3687.195652173913
FBgn0264448,3,1832,0.0016375545851528383,11.521739130434783
FBgn0001089,0,322,0.0,594.6521739130435
FBgn0031762,1,1097,0.0009115770282588879,373.19565217391306
FBgn0001170,5,1662,0.0030084235860409147,17.369565217391305
FBgn0031763,0,832,0.0,4.195652173913044
FBgn0031764,6,2256,0.0026595744680851063,146.3913043478261
FBgn0031765,1,1110,0.0009009009009009009,187.17391304347825
FBgn0025742,0,4297,0.0,723.9130434782609
FBgn0051643,1,624,0.0016025641025641025,251.06521739130434
FBgn0000052,0,1373,0.0,2901.5
FBgn0029161,4,2865,0.0013961605584642235,25.456521739130434
FBgn0085208,2,1703,0.0011743981209630064,0.0
FBgn0031768,3,1642,0.0018270401948842874,621.4347826086956
FBgn0031769,2,1507,0.0013271400132714001,510.0869565217391
FBgn0031770,5,3379,0.001479727730097662,1070.4782608695652
FBgn0085209,0,376,0.0,91.69565217391305
FBgn0031771,0,195,0.0,9422.630434782608
FBgn0031772,0,736,0.0,358.67391304347825
FBgn0031773,0,2285,0.0,416.5652173913044
FBgn0031774,2,435,0.004597701149425287,432.8478260869565
FBgn0031775,2,870,0.0022988505747126436,1107.608695652174
FBgn0031776,0,324,0.0,507.2173913043478
FBgn0031777,0,436,0.0,236.5
FBgn0266449,7,1257,0.005568814638027049,1998.0
FBgn0031778,1,1239,0.0008071025020177562,1.8695652173913044
FBgn0265999,2,308,0.006493506493506494,2.652173913043478
FBgn0266450,7,1971,0.0035514967021816335,512.0652173913044
FBgn0266445,10,4168,0.0023992322456813818,0.0
FBgn0031779,2,727,0.002751031636863824,586.4130434782609
FBgn0266521,5,989,0.005055611729019211,4301.173913043478
FBgn0051642,2,1950,0.0010256410256410256,29.869565217391305
FBgn0284255,0,712,0.0,690.9130434782609
FBgn0031782,1,210,0.004761904761904762,247.97826086956522
FBgn0261683,0,2650,0.0,0.0
FBgn0261697,0,2650,0.0,0.0
FBgn0031784,3,1290,0.002325581395348837,36.54347826086956
FBgn0040950,8,1670,0.004790419161676647,0.2826086956521739
FBgn0051639,4,1120,0.0035714285714285713,93.17391304347827
FBgn0031786,7,855,0.008187134502923977,22.26086956521739
FBgn0085409,1,422,0.002369668246445498,2005.3695652173913
FBgn0026755,2,1740,0.0011494252873563218,14.891304347826088
FBgn0031792,1,877,0.0011402508551881414,0.21739130434782608
FBgn0053531,7,3022,0.002316346790205162,619.0434782608696
FBgn0265778,6,2566,0.002338269680436477,2802.8695652173915
FBgn0031799,4,829,0.0048250904704463205,667.304347826087
FBgn0015623,2,895,0.0022346368715083797,6288.717391304348
FBgn0031800,4,2819,0.001418942887548776,458.7608695652174
FBgn0031801,3,1514,0.0019815059445178335,1432.5217391304348
FBgn0031802,2,1722,0.0011614401858304297,4.760869565217392
FBgn0031803,0,1515,0.0,1.2391304347826086
FBgn0031804,7,1148,0.006097560975609756,0.8260869565217391
FBgn0266003,15,2612,0.005742725880551302,0.9782608695652174
FBgn0266004,6,926,0.0064794816414686825,0.6304347826086957
FBgn0043854,0,3999,0.0,61.91304347826087
FBgn0259714,9,3150,0.002857142857142857,668.5869565217391
FBgn0031811,11,2909,0.0037813681677552422,163.32608695652175
FBgn0011722,2,551,0.003629764065335753,3395.195652173913
FBgn0263278,1,1918,0.0005213764337851929,588.5434782608696
FBgn0031813,8,1017,0.007866273352999017,1711.608695652174
FBgn0031814,21,1669,0.012582384661473937,3685.9565217391305
FBgn0031815,2,891,0.002244668911335578,2638.2608695652175
FBgn0031816,10,1223,0.008176614881439084,712.3260869565217
FBgn0031817,2,948,0.002109704641350211,295.3478260869565
FBgn0259749,4,2010,0.001990049751243781,1447.2826086956522
FBgn0031818,1,1610,0.0006211180124223603,1137.5217391304348
FBgn0086357,0,395,0.0,5440.369565217391
FBgn0031820,4,1762,0.0022701475595913734,1716.5217391304348
FBgn0031822,0,483,0.0,158.15217391304347
FBgn0031824,0,1441,0.0,520.0434782608696
FBgn0051638,1,625,0.0016,1477.4347826086957
FBgn0031826,5,1298,0.003852080123266564,35.108695652173914
FBgn0051637,7,2151,0.0032543003254300326,2018.0217391304348
FBgn0000320,1,898,0.0011135857461024498,1160.304347826087
FBgn0031829,0,1470,0.0,10.021739130434783
FBgn0031830,2,581,0.0034423407917383822,2907.5434782608695
FBgn0031832,1,2318,0.0004314063848144953,178.2826086956522
FBgn0031831,0,647,0.0,36.80434782608695
FBgn0031835,37,5652,0.006546355272469922,4193.304347826087
FBgn0031836,1,553,0.0018083182640144665,3851.4347826086955
FBgn0031837,1,1327,0.0007535795026375283,10.369565217391305
FBgn0085374,2,1777,0.0011254924029262803,6.456521739130435
FBgn0051634,2,2418,0.0008271298593879239,28.630434782608695
FBgn0051635,5,2205,0.0022675736961451248,3340.586956521739
FBgn0051633,2,1452,0.0013774104683195593,317.7826086956522
FBgn0051636,4,1165,0.0034334763948497852,144.93478260869566
FBgn0028467,0,3391,0.0,1051.5
FBgn0031844,0,490,0.0,4.065217391304348
FBgn0000392,1,1544,0.0006476683937823834,0.0
FBgn0085339,3,2421,0.0012391573729863693,50.52173913043478
FBgn0263200,2,1465,0.0013651877133105802,1792.6304347826087
FBgn0000351,2,342,0.005847953216374269,31.41304347826087
FBgn0028703,5,2123,0.0023551577955723034,6699.95652173913
FBgn0031849,3,1808,0.00165929203539823,84.17391304347827
FBgn0031850,6,2077,0.002888781896966779,2887.5434782608695
FBgn0025595,9,2643,0.00340522133938706,1757.3478260869565
FBgn0031851,4,1703,0.002348796241926013,407.0869565217391
FBgn0025777,3,1549,0.001936733376371853,2870.804347826087
FBgn0046704,12,3012,0.00398406374501992,2135.913043478261
FBgn0031853,1,3017,0.00033145508783559825,125.45652173913044
FBgn0031854,2,3076,0.0006501950585175553,44.130434782608695
FBgn0051910,1,905,0.0011049723756906078,32.26086956521739
FBgn0031855,5,3645,0.0013717421124828531,465.3695652173913
FBgn0031857,2,401,0.004987531172069825,2782.282608695652
FBgn0031858,9,2217,0.0040595399188092015,2572.0
FBgn0015776,3,1925,0.0015584415584415584,5985.369565217391
FBgn0015777,8,1789,0.004471771939631079,7760.130434782609
FBgn0263585,3,341,0.008797653958944282,4.065217391304348
FBgn0042189,4,1089,0.0036730945821854912,279.6521739130435
FBgn0031859,4,1774,0.002254791431792559,233.2173913043478
FBgn0031860,4,845,0.004733727810650888,746.3695652173913
FBgn0031861,6,1051,0.005708848715509039,21.67391304347826
FBgn0051632,2,1869,0.001070090957731407,217.80434782608697
FBgn0086451,2,6472,0.00030902348578491963,418.6521739130435
FBgn0031865,4,3025,0.001322314049586777,681.3260869565217
FBgn0266220,2,593,0.003372681281618887,6.934782608695652
FBgn0266219,5,702,0.007122507122507123,35.08695652173913
FBgn0031866,4,1924,0.002079002079002079,2684.0
FBgn0042092,2,1081,0.0018501387604070306,169.04347826086956
FBgn0011737,7,5051,0.0013858641853098396,1088.3695652173913
FBgn0028554,4,2117,0.001889466225791214,833.695652173913
FBgn0026196,6,1813,0.003309431880860452,753.7608695652174
FBgn0004838,92,31298,0.0029394849511150873,15611.695652173914
FBgn0262877,1,592,0.0016891891891891893,7.586956521739131
FBgn0031869,20,25672,0.0007790588968526021,650.304347826087
FBgn0031871,7,3534,0.0019807583474816073,567.7173913043479
FBgn0031872,3,3276,0.0009157509157509158,129.8913043478261
FBgn0031873,2,840,0.002380952380952381,218.80434782608697
FBgn0020616,0,3634,0.0,1209.8695652173913
FBgn0031874,0,882,0.0,117.23913043478261
FBgn0031875,2,1973,0.0010136847440446021,96.26086956521739
FBgn0031877,0,2116,0.0,196.54347826086956
FBgn0031878,1,1927,0.0005189413596263622,137.3913043478261
FBgn0264922,0,220,0.0,2791.5
FBgn0016978,3,4484,0.0006690454950936663,1823.1304347826087
FBgn0031879,0,250,0.0,1044.3260869565217
FBgn0263027,0,1272,0.0,133.67391304347825
FBgn0000053,5,3554,0.0014068655036578502,3684.108695652174
FBgn0003046,0,718,0.0,8.630434782608695
FBgn0051908,6,1582,0.0037926675094816687,1347.1739130434783
FBgn0031881,6,1245,0.004819277108433735,461.4347826086956
FBgn0031882,9,2256,0.003989361702127659,527.5652173913044
FBgn0031883,0,798,0.0,6598.326086956522
FBgn0262872,13,3926,0.0033112582781456954,5277.54347826087
FBgn0031885,10,5786,0.0017283097131005876,4268.152173913043
FBgn0051907,1,3004,0.00033288948069241014,67.15217391304348
FBgn0266666,2,427,0.00468384074941452,903.7608695652174
FBgn0031886,0,1290,0.0,22.956521739130434
FBgn0031887,4,1513,0.0026437541308658294,3.8043478260869565
FBgn0031888,4,2102,0.0019029495718363464,111.04347826086956
FBgn0267915,1,463,0.0021598272138228943,0.043478260869565216
FBgn0085407,6,2150,0.0027906976744186047,1785.108695652174
FBgn0031893,2,1097,0.0018231540565177757,2045.0217391304348
FBgn0031894,4,1832,0.002183406113537118,79.1086956521739
FBgn0031895,0,303,0.0,360.0
FBgn0031896,17,1691,0.010053222945002957,1414.695652173913
FBgn0031897,12,4234,0.002834199338686821,4792.239130434783
FBgn0263133,1,2503,0.00039952057530962844,584.695652173913
FBgn0266324,0,470,0.0,27.91304347826087
FBgn0259111,8,1380,0.005797101449275362,5173.152173913043
FBgn0264343,2,854,0.00234192037470726,0.6739130434782609
FBgn0264344,7,1095,0.006392694063926941,31.065217391304348
FBgn0031900,7,2185,0.003203661327231121,0.9565217391304348
FBgn0010453,1,1227,0.0008149959250203749,211.69565217391303
FBgn0051909,3,179,0.01675977653631285,24.130434782608695
FBgn0284084,2,2919,0.0006851661527920521,92.58695652173913
FBgn0031902,2,1430,0.0013986013986013986,333.9347826086956
FBgn0031903,11,2375,0.0046315789473684215,49.30434782608695
FBgn0264872,1,425,0.002352941176470588,4.108695652173913
FBgn0002938,2,1724,0.001160092807424594,67856.23913043478
FBgn0031904,4,1898,0.002107481559536354,880.2826086956521
FBgn0031905,3,2252,0.0013321492007104796,34.45652173913044
FBgn0031906,3,586,0.005119453924914676,141.5
FBgn0031907,3,1490,0.0020134228187919465,1331.0869565217392
FBgn0031908,1,785,0.0012738853503184713,786.2391304347826
FBgn0031909,7,1214,0.005766062602965404,328.5
FBgn0028387,4,1706,0.0023446658851113715,537.5434782608696
FBgn0264439,6,716,0.008379888268156424,22.130434782608695
FBgn0283658,0,616,0.0,5554.239130434783
FBgn0031913,2,1174,0.0017035775127768314,2738.4565217391305
FBgn0031914,11,1623,0.006777572396796057,4933.804347826087
FBgn0025697,42,4215,0.0099644128113879,3046.608695652174
FBgn0041247,1,1417,0.0007057163020465773,1.1304347826086956
FBgn0045495,0,3392,0.0,51.45652173913044
FBgn0031918,0,205,0.0,10.652173913043478
FBgn0260486,0,1295,0.0,2495.0434782608695
FBgn0031920,0,1387,0.0,67.8913043478261
FBgn0264895,23,3205,0.007176287051482059,2754.3478260869565
FBgn0083141,1,424,0.0023584905660377358,30.41304347826087
FBgn0031925,3,1821,0.0016474464579901153,4580.521739130435
FBgn0031926,0,1199,0.0,110.26086956521739
FBgn0266034,1,407,0.002457002457002457,0.0
FBgn0264087,18,6412,0.0028072364316905803,12881.54347826087
FBgn0264997,4,559,0.007155635062611807,0.5869565217391305
FBgn0031929,0,595,0.0,19.17391304347826
FBgn0031930,10,1350,0.007407407407407408,6.043478260869565
FBgn0262880,3,678,0.004424778761061947,18.73913043478261
FBgn0041182,0,878,0.0,8454.978260869566
FBgn0041181,3,4928,0.0006087662337662338,1742.2608695652175
FBgn0266325,1,1359,0.0007358351729212656,8.869565217391305
FBgn0267326,0,439,0.0,48.5
FBgn0012018,0,73,0.0,0.13043478260869565
FBgn0053296,3,691,0.004341534008683068,426.8478260869565
FBgn0031935,1,1927,0.0005189413596263622,107.28260869565217
FBgn0031936,2,2027,0.000986679822397632,1128.0869565217392
FBgn0031937,4,1321,0.003028009084027252,1168.3478260869565
FBgn0031939,0,1377,0.0,368.7391304347826
FBgn0260479,0,3315,0.0,0.021739130434782608
FBgn0014454,3,858,0.0034965034965034965,0.8043478260869565
FBgn0031940,1,1041,0.0009606147934678194,1.826086956521739
FBgn0031941,0,547,0.0,13.391304347826088
FBgn0031942,0,137,0.0,349.4347826086956
FBgn0267689,1,819,0.001221001221001221,62.73913043478261
FBgn0031945,2,1642,0.001218026796589525,225.95652173913044
FBgn0003961,1,1262,0.000792393026941363,24.73913043478261
FBgn0031946,5,1488,0.003360215053763441,70.26086956521739
FBgn0031947,0,2834,0.0,634.5434782608696
FBgn0031948,0,1245,0.0,2104.9565217391305
FBgn0031950,2,3083,0.0006487187804086928,2144.2391304347825
FBgn0031951,15,2553,0.005875440658049354,569.0434782608696
FBgn0031952,21,6023,0.0034866345674912833,2530.913043478261
FBgn0261800,1,382,0.002617801047120419,947.2608695652174
FBgn0027515,0,889,0.0,1801.5434782608695
FBgn0020618,4,1693,0.002362669816893089,30474.521739130436
FBgn0004177,11,3673,0.0029948271167982575,8311.45652173913
FBgn0031955,4,684,0.005847953216374269,644.0869565217391
FBgn0031957,2,1346,0.0014858841010401188,19.08695652173913
FBgn0045038,4,433,0.009237875288683603,2330.391304347826
FBgn0031959,2,2552,0.0007836990595611285,114.17391304347827
FBgn0031961,4,905,0.004419889502762431,17.434782608695652
FBgn0083968,1,535,0.001869158878504673,286.95652173913044
FBgn0051902,4,1270,0.0031496062992125984,7.0
FBgn0053121,0,1229,0.0,4.782608695652174
FBgn0085450,42,17013,0.0024687004055722094,1331.6521739130435
FBgn0031968,22,1343,0.016381236038719285,754.4347826086956
FBgn0031969,8,2565,0.0031189083820662767,1610.0
FBgn0031970,6,1445,0.004152249134948097,587.1086956521739
FBgn0266331,1,1639,0.0006101281269066504,86.19565217391305
FBgn0031971,2,521,0.003838771593090211,4335.869565217391
FBgn0031972,8,664,0.012048192771084338,543.2173913043479
FBgn0031973,1,1792,0.0005580357142857143,1100.1304347826087
FBgn0031974,8,1013,0.007897334649555774,382.69565217391306
FBgn0054010,3,876,0.003424657534246575,30.91304347826087
FBgn0031975,5,1464,0.0034153005464480873,1159.4782608695652
FBgn0031976,2,843,0.002372479240806643,31.5
FBgn0031977,2,1085,0.0018433179723502304,825.3478260869565
FBgn0044323,4,2069,0.0019333011116481392,4357.565217391304
FBgn0031979,3,655,0.004580152671755725,128.82608695652175
FBgn0031980,0,623,0.0,12923.652173913044
FBgn0031981,0,417,0.0,865.1739130434783
FBgn0011230,6,486,0.012345679012345678,6292.869565217391
FBgn0010287,1,983,0.001017293997965412,64.47826086956522
FBgn0267488,4,6296,0.0006353240152477764,2353.217391304348
FBgn0261822,52,15354,0.0033867396118275367,11329.891304347826
FBgn0031985,3,1171,0.0025619128949615714,2781.086956521739
FBgn0031986,1,1404,0.0007122507122507123,56.04347826086956
FBgn0031987,1,1165,0.0008583690987124463,888.4347826086956
FBgn0031988,3,1618,0.001854140914709518,1208.7826086956522
FBgn0031990,3,2375,0.0012631578947368421,4559.913043478261
FBgn0261830,1,593,0.0016863406408094434,0.45652173913043476
FBgn0261831,3,660,0.004545454545454545,2.6739130434782608
FBgn0051606,3,690,0.004347826086956522,7.695652173913044
FBgn0263256,0,568,0.0,1140.3478260869565
FBgn0261064,2,1846,0.0010834236186348862,469.4130434782609
FBgn0031992,1,250,0.004,869.7608695652174
FBgn0264953,1,1626,0.0006150061500615006,2323.9565217391305
FBgn0031995,10,3083,0.003243593902043464,5068.260869565217
FBgn0031996,1,1368,0.0007309941520467836,345.6304347826087
FBgn0031997,4,1740,0.0022988505747126436,411.2826086956522
FBgn0031998,4,2660,0.0015037593984962407,1720.7608695652175
FBgn0264950,5,2095,0.002386634844868735,107.73913043478261
FBgn0031999,1,3240,0.00030864197530864197,559.3913043478261
FBgn0003607,2,669,0.0029895366218236174,1734.2826086956522
FBgn0015299,0,536,0.0,431.30434782608694
FBgn0032000,1,790,0.0012658227848101266,717.0217391304348
FBgn0032001,2,405,0.0049382716049382715,1040.7826086956522
FBgn0032002,0,626,0.0,211.30434782608697
FBgn0032003,0,928,0.0,23.76086956521739
FBgn0032004,0,1105,0.0,72.23913043478261
FBgn0032005,0,18,0.0,2594.717391304348
FBgn0032006,5,2423,0.0020635575732562937,2762.0
FBgn0028987,2,1213,0.0016488046166529267,172.7826086956522
FBgn0262943,2,320,0.00625,0.8043478260869565
FBgn0032008,0,342,0.0,2847.2391304347825
FBgn0262359,3,655,0.004580152671755725,20.58695652173913
FBgn0003502,54,9846,0.005484460694698354,987.3695652173913
FBgn0261020,2,1335,0.00149812734082397,560.2391304347826
FBgn0032015,0,1245,0.0,1165.2826086956522
FBgn0032016,1,1407,0.0007107320540156361,224.65217391304347
FBgn0032018,1,4972,0.00020112630732099757,1188.0217391304348
FBgn0262598,0,27,0.0,51.73913043478261
FBgn0032020,2,888,0.0022522522522522522,221.6304347826087
FBgn0032021,5,755,0.006622516556291391,4544.478260869565
FBgn0032022,2,255,0.00784313725490196,1677.4130434782608
FBgn0032023,5,1608,0.003109452736318408,776.4347826086956
FBgn0032024,6,1061,0.005655042412818096,7.1521739130434785
FBgn0266911,7,1620,0.004320987654320987,1.6304347826086956
FBgn0032025,17,1823,0.009325287986834888,2645.4565217391305
FBgn0051901,0,1884,0.0,29.065217391304348
FBgn0032026,6,1203,0.004987531172069825,1459.5652173913043
FBgn0010265,7,1759,0.003979533826037522,16904.130434782608
FBgn0261437,1,641,0.0015600624024961,342.5217391304348
